id,context,question,A,B,C,D,answer
99,"指不明原因的肺动脉压力持续性增高，进行性发展而导致的慢性疾病，已经造成永久不可逆性的体力
活动能力受限，达到美国纽约心脏病学会（NewYorkHeartAssociation，NYHA）心功能状态分级Ⅳ
级，且静息状态下肺动脉平均压在36mmHg（含）以上。",什么是美国纽约心脏病学会（NYHA）心功能状态分级Ⅳ级？,美国纽约心脏病学会（NYHA）心功能状态分级Ⅳ级是指患者的体力活动能力不受限制，在静息状态下肺动脉平均压在36mmHg以下的情况下，出现严重的呼吸困难和心力衰竭症状。,美国纽约心脏病学会（NYHA）心功能状态分级Ⅳ级是指患者的体力活动能力保持正常，在静息状态下肺动脉平均压在36mmHg及以上的情况下，出现轻微的呼吸困难和心力衰竭症状。,美国纽约心脏病学会（NYHA）心功能状态分级Ⅳ级是指患者的体力活动能力受限，在静息状态下肺动脉平均压在36mmHg以下的情况下，出现轻微的呼吸困难和心力衰竭症状。,美国纽约心脏病学会（NYHA）心功能状态分级Ⅳ级是指患者的体力活动能力受限，在静息状态下肺动脉平均压在36mmHg及以上的情况下，出现严重的呼吸困难和心力衰竭症状。,
100,"脊髓炎是一种炎症性脊髓疾病。横贯性脊髓炎是指炎症扩展横贯
整个脊髓，表现为运动障碍、感觉障碍和自主神经功能障碍。横
断性脊髓炎必须明确诊断，并且已经造成永久不可逆的神经系统
功能损害。永久不可逆的神经系统损害指被保险人持续180天无
法独立完成下列基本日常生活活动之一或全部：
（1）移动：自己从一个房间到另一个房间；
（2）进食：自己从已准备好的碗或碟中取食物放入口中。",在横断性脊髓炎的定义中，什么是永久不可逆的神经系统损害的标准？,永久不可逆的神经系统损害指被保险人持续180天无法独立完成下列基本日常生活活动之一或全部。,永久不可逆的神经系统损害指被保险人持续365天无法独立完成下列基本日常生活活动之一或全部。,永久不可逆的神经系统损害指被保险人持续30天无法独立完成下列基本日常生活活动之一或全部。,永久不可逆的神经系统损害指被保险人持续90天无法独立完成下列基本日常生活活动之一或全部。,
101,"专科医生应当同时满足以下四项资格条件：
（1）具有有效的中华人民共和国《医师资格证书》；
（2）具有有效的中华人民共和国《医师执业证书》，并按期到相
关部门登记注册；
（3）具有有效的中华人民共和国主治医师或主治医师以上职称
的《医师职称证书》；
（4）在国家《医院分级管理标准》二级或二级以上医院的相应科
室从事临床工作三年以上。",专科医生在国家《医院分级管理标准》二级或二级以上医院的相应科室从事临床工作需要满足几年？,两年以上,一年以上,四年以上,三年以上,
102,"7.4
联系方式变更为了保障您的合法权益，您的住所、通讯地址或电话等联系方式变更时，请及
时以书面形式或双方认可的其他形式通知我们。若您未以书面形式或双方认可
的其他形式通知我们，我们按本合同载明的最后住所、通讯地址或电话等联系
方式发送的有关通知，均视为已送达给您。",当联系方式发生变更时，如何通知保险公司？,应当及时以书面形式或双方认可的其他形式通知保险公司。,只需口头告知保险公司即可。,无需通知保险公司，他们会自动更新联系方式。,可通过社交媒体或电子邮件通知保险公司。,
103,"70.严重强直性脊柱炎
是一种慢性全身性炎性疾病，主要侵犯脊柱导致脊柱畸形。强直性脊柱炎必
须在本公司认可的医疗机构内由专科医生明确诊断并且满足下列所有条件：
（1）严重脊柱畸形；
（2）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项
或三项以上。",强直性脊柱炎的诊断条件是什么？,强直性脊柱炎的诊断条件需要满足四个条件。,强直性脊柱炎的诊断条件需要满足两个条件：1）严重脊柱畸形；2）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。,强直性脊柱炎的诊断条件只需要满足自主生活能力丧失，无需考虑脊柱畸形。,强直性脊柱炎的诊断条件包括脊柱畸形和无法完成任何基本日常生活活动。,
104,"1.2
合同成立与生效
若本附加险合同与主险合同同时投保，本附加险合同的生效日期与主险合同相同。
若本附加险合同在主险合同有效期内投保，您提出保险申请，我们同意承保，
本附加险合同成立。
除另有约定外，本附加险合同自我们同意承保、收取保险费并签发保险单后生
效，具体生效日以保险单所载的日期为准。合同生效日对应日（见释义）、保
险费约定支付日（见释义）以该日期计算。","根据保险条款,本附加险合同成立的具体生效日期是什么？",本附加险合同的生效日期以收取保险费并签发保险单的日期为准。,本附加险合同的生效日期以提出保险申请的日期为准。,本附加险合同的生效日期与主险合同相同。,本附加险合同的具体生效日期以保险单所载的日期为准。,
105,"（62）严重获得性或继发性肺泡蛋白质沉积症
因获得性或继发性原因或导致双肺肺泡和细支气管腔内充满不可溶性富磷脂
蛋白的疾病。理赔时须满足下列所有条件：
（1）支气管镜活检或开胸肺活检病理检查证实肺泡内充满有过碘酸雪夫（PAS）
染色阳性的蛋白样物质；
（2）被保险人因中重度呼吸困难或低氧血症而实际已行全身麻醉下的全肺灌
洗治疗。",什么是严重获得性或继发性肺泡蛋白质沉积症？,严重获得性或继发性肺泡蛋白质沉积症是指由于感染导致双肺肺泡和细支气管腔内充满不可溶性富磷脂蛋白的疾病。,严重获得性或继发性肺泡蛋白质沉积症是指由于先天性原因导致双肺肺泡和细支气管腔内充满不可溶性富磷脂蛋白的疾病。,严重获得性或继发性肺泡蛋白质沉积症是指由于所获得的或继发的原因导致双肺肺泡和细支气管腔内充满不可溶性富磷脂蛋白的疾病。,严重获得性或继发性肺泡蛋白质沉积症是指由于肺部损伤导致双肺肺泡和细支气管腔内充满不可溶性富磷脂蛋白的疾病。,
106,"36
植物人状态
指由于意外事故或疾病所致大脑皮质全面坏死，意识完全丧失，但脑干及
脑干以下中枢神经功能仍保持完好，且此情况持续30天或以上。必须由相
关专科医生明确诊断。
由于酗酒或滥用药物所致的植物人状态不在保障范围内。",什么是植物人状态？,植物人状态是指由于滥用药物所致大脑皮质全面坏死，意识完全丧失，但脑干及脑干以下中枢神经功能仍保持完好，且此情况持续30天或以上。,植物人状态是指由于酗酒所致大脑皮质全面坏死，意识完全丧失，但脑干及脑干以下中枢神经功能仍保持完好，且此情况持续30天或以上。,植物人状态是指由于疾病所致大脑皮质全面坏死，意识完全丧失，但脑干及脑干以下中枢神经功能不受影响，且此情况持续30天或以上。,植物人状态是指由于意外事故或疾病所致大脑皮质全面坏死，意识完全丧失，但脑干及脑干以下中枢神经功能仍保持完好，且此情况持续30天或以上。,
107,"中度疾病豁免
保险费
被保险人于等待期后初次发生并经医院专科医生明确诊断确定罹患本附加合
同约定的中度疾病（无论一种或多种），我们按照基本保险金额豁免自中度
疾病确诊之日起保险期间内剩余的各期保险费，但不包含被保险人确诊之日
之前所欠交的保险费及利息，被豁免的保险费视为已交纳，本附加合同终
止。",被豁免的保险费是否包含被保险人确诊之前所欠交的保险费和利息？,被豁免的保险费包含被保险人确诊之前所欠交的保险费的一部分，但不包含利息。,包含被保险人确诊之前所欠交的保险费和利息。,被豁免的保险费包含被保险人确诊之前所欠交的保险费，但不包含利息。,不包含被保险人确诊之前所欠交的保险费及利息。,
108,"12.25丝虫病所致早期象皮肿
指因丝虫感染导致淋巴阻塞出现严重淋巴水肿，达到国际淋巴学会淋巴肿分
期第Ⅱ期，临床表现为肢体象皮肿，夜间卧床休息后不能消退，患肢较健肢
增粗20%以上。此病症须经专科医生根据临床表现和微丝蚴的化验结果确
诊。",早期丝虫病的主要临床表现是什么？,早期丝虫病的主要临床表现是肢体象皮肿，夜间卧床休息后不能消退，患肢较健肢增粗20%以上。,早期丝虫病的主要临床表现是皮肿和皮疹。,早期丝虫病的主要临床表现是腹痛和消化不良。,早期丝虫病的主要临床表现是呼吸困难和胸闷。,
109,"8.37
TNM分期
TNM分期采用AJCC癌症分期手册标准。该标准由美国癌症联合委员会与国际抗癌
联合会TNM委员会联合制定，是目前肿瘤医学分期的国际通用标准。T指原发肿
瘤的大小、形态等；N指淋巴结的转移情况；M指有无其他脏器的转移情况。",根据TNM分期标准，T指的是什么?,T指原发肿瘤的大小、形态等。,T指两者皆有。,T指淋巴结的转移情况。,T指有无其他脏器的转移情况。,
110,"8.96
皮质基底节变性
指一种慢性进展性神经变性疾病，以不对称发作的无动性强直综合征、失
用、肌张力障碍及姿势异常为其临床特征。经医院的专科医生明确诊断，被
保险人自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三
项或三项以上，日常生活必须持续受到他人监护。
君龙重疾无忧重大疾病保险（互联网）条款君龙人寿保险有限公司
31/38",重大疾病保险中的皮质基底节变性是否属于保险范围之内？,不是的，皮质基底节变性并不属于重大疾病的范畴。,是的，根据保险条款中的描述，皮质基底节变性被认定为一种重大疾病，可以得到保险公司的理赔。,是的，但必须同时满足其他严格的条件才能得到保险公司的理赔。,不是的，保险条款并没有提及皮质基底节变性。,
111,"12、深度昏迷
指因疾病或意外伤害导致意识丧失，对外界刺激和体内需求均无反应，昏迷程度
按照格拉斯哥昏迷分级（GCS，GlasgowComaScale）结果为5分或5分以下，
且已经持续使用呼吸机及其他生命维持系统96小时以上。
因酗酒或药物滥用导致的深度昏迷不在本保障范围内。",深度昏迷保险是否适用于因酗酒导致的深度昏迷案例？,酗酒导致的深度昏迷也适用,适用,只要持续使用呼吸机及其他生命维持系统96小时以上，酗酒导致的深度昏迷也适用。,不适用,
112,"（四十二）单耳失聪
指因疾病或者意外伤害事故导致单耳听力永久不可逆性丧失，在500赫兹、
1000赫兹和2000赫兹语音频率下，平均听阈大于90分贝，且经纯音听力测
试、声导抗检测或者听觉诱发电位检测等证实，但未达到本合同约定的重大疾
病“双耳失聪”的给付标准。
被保险人申请理赔时年龄必须在三周岁以上，并且提供理赔当时的听力丧
失诊断及检查证据。",什么样的听力损失情况可以被认定为单耳失聪？,在500赫兹、1000赫兹和2000赫兹语音频率下，平均听阈大于90分贝，并经过纯音听力测试、声导抗检测或者听觉诱发电位检测证实的听力损失情况。,只需要经过纯音听力测试证实的听力损失即可。,只需要听力损失超过90分贝即可。,只需要经过听觉诱发电位检测证实的听力损失即可。,
